Latitude,Longitude
51.489128,-0.158614
51.522918,-0.20943499999999998
51.488664,-0.192339
51.482076,-0.17344500000000002
51.481225,-0.176503
51.516404,-0.206808
51.498093,-0.15681199999999998
51.509626000000004,-0.192951
51.48299,-0.18593900000000002
51.486405,-0.180042
51.481999,-0.180073
51.504123,-0.19763499999999998
51.491661,-0.15952
51.513079,-0.21284699999999998
51.482162,-0.173153
51.487051,-0.169501
51.517841,-0.20084100000000002
51.491263000000004,-0.180136
51.518171,-0.21063
51.516384,-0.205511
51.494663,-0.190661
51.495768,-0.19234600000000002
51.487388,-0.19123800000000002
51.524885,-0.214547
51.50501,-0.21445999999999998
51.518171,-0.21063
51.506187,-0.20908200000000002
51.484361,-0.17580199999999999
51.501667,-0.18418800000000002
51.484361,-0.17580199999999999
51.50226,-0.187623
51.492832,-0.200242
51.509125,-0.195421
51.495388,-0.17363299999999998
51.49266,-0.160201
51.498096000000004,-0.174245
51.517386,-0.206337
51.501377000000005,-0.20624499999999998
51.487745000000004,-0.167889
51.49353,-0.169818
51.484092,-0.175813
51.493685,-0.173989
51.48342,-0.16734200000000002
51.495658,-0.173622
51.480265,-0.17841400000000002
51.496776000000004,-0.205273
51.492826,-0.19981
51.4949,-0.182729
51.483249,-0.167925
51.519804,-0.211575
51.522908,-0.22053499999999998
51.482908,-0.16909100000000002
51.49,-0.16261199999999998
51.50034,-0.162485
51.490753000000005,-0.182029
51.502951,-0.19163
51.483422,-0.167486
51.48299,-0.18593900000000002
51.485757,-0.150108
51.506097,-0.20908600000000002
51.501956,-0.191237
51.501575,-0.184048
51.499727,-0.163518
51.518252000000004,-0.21005
51.494377,-0.195427
51.526064,-0.21522199999999997
51.498838,-0.198997
51.478506,-0.18093199999999998
51.521165,-0.21238600000000002
51.508798,-0.197595
51.481746,-0.17532999999999999
51.527693,-0.215879
51.516263,-0.209407
51.490041,-0.176728
51.498589,-0.20621
51.523059,-0.20683400000000002
51.493429,-0.169101
51.500996,-0.19314800000000001
51.490798,-0.17338399999999998
51.496915,-0.185098
51.490203,-0.16980699999999999
51.519985999999996,-0.21171199999999998
51.515838,-0.2051
51.480022,-0.180152
51.501866,-0.191241
51.496669,-0.192455
51.496487,-0.169123
51.488003000000006,-0.167158
51.49458,-0.191097
51.500544,-0.198785
51.488351,-0.166424
51.488796,-0.177642
51.494521,-0.158397
51.501275,-0.193714
51.494377,-0.195427
51.492567,-0.20054
51.515741999999996,-0.21649000000000002
51.481575,-0.181674
51.490505999999996,-0.166193
51.500911,-0.19344
51.483413,-0.16691
51.481062,-0.183423
51.496607,-0.206
51.49665,-0.19706600000000002
51.498413,-0.200598
51.481662,-0.181527
51.513605,-0.21196199999999998
51.497451,-0.167499
51.508534999999995,-0.215619
51.488425,-0.17693599999999998
51.514540999999994,-0.214375
51.492274,-0.193205
51.49985,-0.159911
51.522362,-0.20830300000000002
51.494597999999996,-0.192249
51.492343,-0.197668
51.506873,-0.206894
51.502224,-0.191082
51.50065,-0.194026
51.502951,-0.19163
51.494668,-0.190949
51.487655,-0.167892
51.495028999999995,-0.173647
51.497685,-0.165185
51.492137,-0.178517
51.482017,-0.18698499999999998
51.487138,-0.169353
51.495573,-0.173914
51.501863,-0.18518900000000002
51.490711,-0.173532
51.512273,-0.201349
51.500571,-0.160026
51.498665,-0.199436
51.492804,-0.15789
51.501661,-0.16070299999999998
51.484962,-0.18557200000000001
51.485458,-0.17690999999999998
51.491661,-0.15952
51.514936999999996,-0.21090100000000003
51.482814000000005,-0.18623399999999998
51.504054,-0.216658
51.482692,-0.178317
51.48555,-0.177051
51.516807,-0.20967399999999997
51.511916,-0.172395
51.487021,-0.179153
51.491059,-0.172798
51.504517,-0.21750500000000003
51.495651,-0.17319
51.49666,-0.162921
51.483301000000004,-0.17699700000000002
51.489356,-0.190583
51.497802,-0.207682
51.493271,-0.182073
51.517475,-0.206333
51.498515999999995,-0.201459
51.509695,-0.197416
51.487833,-0.167741
51.500689,-0.20828899999999997
51.515731,-0.221679
51.496173999999996,-0.207025
51.49454,-0.188505
51.486145,-0.180628
51.512844,-0.215162
51.495426,-0.176081
51.484363,-0.175946
51.499533,-0.179951
51.493831,-0.177585
51.492269,-0.158199
51.481575,-0.181674
51.488307,-0.192498
51.515574,-0.19963399999999998
51.504845,-0.215475
51.518806,-0.211037
51.487398999999996,-0.168767
51.481575,-0.181674
51.486906,-0.160288
51.497048,-0.15901500000000002
51.494177,-0.182469
51.516748,-0.205785
51.488576,-0.192487
51.525794,-0.215232
51.496489000000004,-0.169267
51.495775,-0.163821
51.497035,-0.204542
51.482079,-0.17358900000000002
51.484282,-0.159242
51.491085,-0.197718
51.521165,-0.21238600000000002
51.488014,-0.162116
51.480806,-0.18429700000000002
51.498838,-0.198997
51.499637,-0.163522
51.505435,-0.212858
51.503586999999996,-0.19203699999999999
51.517520000000005,-0.21512399999999998
51.496062,-0.170725
51.482442,-0.173862
51.499727,-0.163518
51.4884,-0.181114
51.491521,-0.17940599999999998
51.499266,-0.174342
51.496604999999995,-0.20585599999999998
51.490874,-0.160993
51.49296,-0.167824
51.480101,-0.179428
51.51408,-0.20776399999999998
51.484192,-0.159245
51.506015999999995,-0.20966500000000002
51.479153000000004,-0.182058
51.52221,-0.222004
51.488576,-0.192487
51.507315999999996,-0.194771
51.508882,-0.197159
51.501513,-0.191687
51.494428000000006,-0.158256
51.496489000000004,-0.169267
51.496915,-0.185098
51.494614,-0.187494
51.511803,-0.217653
51.513059000000005,-0.21155100000000002
51.496781,-0.15917
51.509296,-0.19483699999999998
51.49357,-0.160884
51.501952,-0.190949
51.499990000000004,-0.163075
51.49,-0.16261199999999998
51.517534999999995,-0.210222
51.499635,-0.163378
51.497727000000005,-0.202786
51.501166999999995,-0.19256500000000001
51.483253000000005,-0.185496
51.481575,-0.181674
51.509125,-0.195421
51.490534000000004,-0.191113
51.517796000000004,-0.215545
51.499113,-0.164551
51.493269,-0.181929
51.516625,-0.209537
51.514915,-0.221279
51.514582,-0.205294
51.493386,-0.160603
51.501987,-0.158528
51.519569,-0.20798000000000003
51.498244,-0.201325
51.518442,-0.210763
51.52398,-0.21415
51.497583,-0.20509699999999997
51.484812,-0.187451
51.494572999999995,-0.17899600000000002
51.495898,-0.17174
51.504363,-0.21333200000000002
51.509515,-0.19742300000000002
51.49523,-0.198274
51.494377,-0.195427
51.510315000000006,-0.19681500000000002
51.500197,-0.187993
51.491834000000004,-0.16484400000000002
51.495373,-0.172625
51.489304,-0.17560499999999998
51.491186,-0.18676600000000002
51.484694,-0.168299
51.489695000000005,-0.195036
51.486008,-0.177609
51.518840999999995,-0.207432
51.497725,-0.20264200000000002
51.491519,-0.202598
51.491762,-0.171761
51.506097,-0.20908600000000002
51.499951,-0.195351
51.513554,-0.20274
51.500163,-0.162636
51.49165,-0.16456300000000001
51.501022999999996,-0.160152
51.494087,-0.182473
51.480177000000005,-0.178561
51.489521999999994,-0.172283
51.513338,-0.19453299999999998
51.494659999999996,-0.178848
51.516717,-0.20967800000000003
51.507804,-0.20310999999999998
51.494686,-0.186339
51.494377,-0.195427
51.515838,-0.2051
51.486103,-0.172132
51.486451,-0.171397
51.481062,-0.183423
51.509039,-0.195712
51.501768,-0.18490499999999999
51.487758,-0.174514
51.527875,-0.21601599999999999
51.488439,-0.166276
51.522177,-0.20211199999999999
51.48342,-0.16734200000000002
51.500821,-0.193443
51.509795000000004,-0.192224
51.493966,-0.174698
51.494541999999996,-0.188649
51.500731,-0.193447
51.515955,-0.21273499999999998
51.492622,-0.157753
51.492463,-0.193774
51.502044,-0.19109
51.513946000000004,-0.204886
51.488302000000004,-0.19221
51.49566,-0.173766
51.516749,-0.20002
51.501667,-0.18418800000000002
51.49566,-0.173766
51.482085,-0.179781
51.484812,-0.187451
51.498924,-0.198705
51.519665,-0.22613899999999998
51.496983,-0.18365399999999998
51.491521,-0.17940599999999998
51.490249,-0.196022
51.491273,-0.186618
51.519267,-0.21765
51.527783,-0.215876
51.507123,-0.205587
51.484044,-0.18431199999999998
51.504042999999996,-0.192451
51.492553,-0.19377
51.495360999999995,-0.177668
51.484138,-0.184597
51.50905,-0.196432
51.490699,-0.16128800000000001
51.488338,-0.177084
51.5084,-0.200925
51.484361,-0.17580199999999999
51.512273,-0.201349
51.492183000000004,-0.187302
51.5017,-0.174677
51.513745,-0.22118000000000002
51.491273,-0.186618
51.494777,-0.192242
51.490846000000005,-0.188076
51.522302,-0.204414
51.487281,-0.195995
51.494313,-0.191252
51.489043,-0.164668
